,Country or Area,Year,Value
789,New Zealand,2012,81054.6615785621
790,New Zealand,2011,78679.1204825242
791,New Zealand,2010,78964.8984032738
792,New Zealand,2009,78477.2696090129
793,New Zealand,2008,81266.8945009535
794,New Zealand,2007,81325.40141014941
795,New Zealand,2006,83442.2788538616
796,New Zealand,2005,83270.2265378677
797,New Zealand,2004,81250.9874834214
798,New Zealand,2003,81590.5282142529
799,New Zealand,2002,79386.9917949056
800,New Zealand,2001,79102.95821425981
801,New Zealand,2000,76179.5169524862
802,New Zealand,1999,74082.6144415836
803,New Zealand,1998,72236.3967014015
804,New Zealand,1997,74327.0566522734
805,New Zealand,1996,71541.0536342128
806,New Zealand,1995,69411.763886028
807,New Zealand,1994,68702.6416333101
808,New Zealand,1993,67383.4205483048
809,New Zealand,1992,67620.6122742262
810,New Zealand,1991,66490.8766230562
811,New Zealand,1990,65668.2542702139
812,Norway,2017,52712.5433375466
813,Norway,2016,53607.836648561904
814,Norway,2015,54450.0305137129
815,Norway,2014,54127.24956537691
816,Norway,2013,54015.2397224492
817,Norway,2012,54090.2827183912
818,Norway,2011,54638.04608688191
819,Norway,2010,55466.749907516394
820,Norway,2009,53178.4904478356
821,Norway,2008,55595.9109319755
822,Norway,2007,57013.372354063606
823,Norway,2006,55327.357786156295
824,Norway,2005,55366.8686169831
825,Norway,2004,56203.3973804497
826,Norway,2003,55694.3031711491
827,Norway,2002,55029.0122968482
828,Norway,2001,56117.8135103253
829,Norway,2000,54831.9630131072
830,Norway,1999,55365.3597771232
831,Norway,1998,54425.763838542196
832,Norway,1997,54222.0990203509
833,Norway,1996,54291.2008949854
834,Norway,1995,51278.315422541906
835,Norway,1994,50995.815600645095
836,Norway,1993,49153.9549493253
837,Norway,1992,47321.2525640125
838,Norway,1991,48975.863455059596
839,Norway,1990,51210.399057886796
840,Poland,2017,413781.400908309
841,Poland,2016,399122.534934499
842,Poland,2015,390444.59533558396
843,Poland,2014,387087.466319868
844,Poland,2013,399974.182503635
845,Poland,2012,403648.281657346
846,Poland,2011,411033.61203440296
847,Poland,2010,411668.71216873795
848,Poland,2009,393443.181981564
849,Poland,2008,411395.64164909
850,Poland,2007,418633.150770145
851,Poland,2006,418137.52372278797
852,Poland,2005,403424.41864463396
853,Poland,2004,403040.147012244
854,Poland,2003,398004.61329729104
855,Poland,2002,384386.31027133
856,Poland,2001,394370.74237233604
857,Poland,2000,395472.416307459
858,Poland,1999,406559.568573552
859,Poland,1998,417992.07567254
860,Poland,1997,449500.939866892
861,Poland,1996,458389.53717390005
862,Poland,1995,444963.245360867
863,Poland,1994,443645.88061300706
864,Poland,1993,448829.49977032
865,Poland,1992,449315.745354441
866,Poland,1991,462290.209366724
867,Poland,1990,474350.112095755
868,Portugal,2017,70546.2965909662
869,Portugal,2016,65935.727643287
870,Portugal,2015,67735.4076936604
871,Portugal,2014,63708.9294953156
872,Portugal,2013,63710.7272103992
873,Portugal,2012,65556.08832607481
874,Portugal,2011,67416.85310123861
875,Portugal,2010,68800.683347638
876,Portugal,2009,73032.4885827381
877,Portugal,2008,76157.3259886601
878,Portugal,2007,78574.8286548222
879,Portugal,2006,80855.0103518158
880,Portugal,2005,85610.3511861358
881,Portugal,2004,83348.6838714237
882,Portugal,2003,80266.1923838009
883,Portugal,2002,85600.832890703
884,Portugal,2001,81689.75150728
885,Portugal,2000,82081.958778303
886,Portugal,1999,82757.7502359393
887,Portugal,1998,74682.2369167432
888,Portugal,1997,69943.2577456779
889,Portugal,1996,66652.4109006716
890,Portugal,1995,68927.37501237339
891,Portugal,1994,64535.9555744811
892,Portugal,1993,63669.5691210649
893,Portugal,1992,65086.3472274025
894,Portugal,1991,60795.845707800305
895,Portugal,1990,59091.5975832664
896,Romania,2017,113795.94513212
897,Romania,2016,114272.29697585599
898,Romania,2015,116462.878931614
899,Romania,2014,116328.56611847099
900,Romania,2013,116304.93762184301
901,Romania,2012,125917.06842550801
902,Romania,2011,129229.57602212
903,Romania,2010,123904.96469541301
904,Romania,2009,129622.368025961
905,Romania,2008,149572.571730042
906,Romania,2007,153116.766939962
907,Romania,2006,152072.149957609
908,Romania,2005,151352.499035577
909,Romania,2004,152515.69063302
910,Romania,2003,153745.205106265
911,Romania,2002,148861.17551759802
912,Romania,2001,146156.293552316
913,Romania,2000,143126.493891121
914,Romania,1999,147872.44564361
915,Romania,1998,166824.064501423
916,Romania,1997,186026.610919865
917,Romania,1996,189564.996132682
918,Romania,1995,187178.799097382
919,Romania,1994,180179.402662104
920,Romania,1993,182119.45805117398
921,Romania,1992,190986.49974307397
922,Romania,1991,204952.791290108
923,Romania,1990,248068.365545524
924,Russian Federation,2017,2155470.66880494
925,Russian Federation,2016,2097476.83584543
926,Russian Federation,2015,2093652.94157973
927,Russian Federation,2014,2089475.08176025
928,Russian Federation,2013,2090717.03269969
929,Russian Federation,2012,2146305.49849569
930,Russian Federation,2011,2120496.66749001
931,Russian Federation,2010,2057672.76734425
932,Russian Federation,2009,1960223.76828554
933,Russian Federation,2008,2097172.64799337
934,Russian Federation,2007,2058076.27751761
935,Russian Federation,2006,2056688.15412105
936,Russian Federation,2005,1993962.73746657
937,Russian Federation,2004,1973483.87797172
938,Russian Federation,2003,1958581.74227664
939,Russian Federation,2002,1923732.08808976
940,Russian Federation,2001,1941993.68668969
941,Russian Federation,2000,1900819.65578996
942,Russian Federation,1999,1904985.78915696
943,Russian Federation,1998,1879190.44519373
944,Russian Federation,1997,1912592.15585112
945,Russian Federation,1996,2029804.96924374
946,Russian Federation,1995,2084833.22332185
947,Russian Federation,1994,2137001.03351274
948,Russian Federation,1993,2399328.57106804
949,Russian Federation,1992,2537053.86681469
950,Russian Federation,1991,3024288.32860474
951,Russian Federation,1990,3186796.00089459
952,Slovakia,2017,43437.5016626229
953,Slovakia,2016,42298.0935111058
954,Slovakia,2015,41782.3509242484
955,Slovakia,2014,40779.4969191904
956,Slovakia,2013,42827.4696630496
957,Slovakia,2012,43120.3057534574
958,Slovakia,2011,45640.681525801105
959,Slovakia,2010,46367.3607197037
960,Slovakia,2009,45532.0875123072
961,Slovakia,2008,49830.30946434179
962,Slovakia,2007,49331.49556759
963,Slovakia,2006,51110.559468285704
964,Slovakia,2005,51229.5622989766
965,Slovakia,2004,51234.1309828169
966,Slovakia,2003,50470.7178139677
967,Slovakia,2002,50188.91656249481
968,Slovakia,2001,51558.6680761108
969,Slovakia,2000,49262.923332399405
970,Slovakia,1999,51158.153890369
971,Slovakia,1998,52499.686857733395
972,Slovakia,1997,53084.7483440415
973,Slovakia,1996,53196.013729138
974,Slovakia,1995,53273.464641094804
975,Slovakia,1994,52694.9950547414
976,Slovakia,1993,55029.4101957645
977,Slovakia,1992,58560.4703144608
978,Slovakia,1991,63958.2154048518
979,Slovakia,1990,73365.0927827062
980,Slovenia,2017,17453.4951497592
981,Slovenia,2016,17681.2805344944
982,Slovenia,2015,16819.7897538901
983,Slovenia,2014,16625.5557596266
984,Slovenia,2013,18359.1673713865
985,Slovenia,2012,19062.2858910473
986,Slovenia,2011,19634.7905368083
987,Slovenia,2010,19625.9129966429
988,Slovenia,2009,19601.5461005176
989,Slovenia,2008,21572.751017823797
990,Slovenia,2007,20847.1621600908
991,Slovenia,2006,20707.1738957747
992,Slovenia,2005,20519.4634624849
993,Slovenia,2004,20217.0075987653
994,Slovenia,2003,19899.910711025
995,Slovenia,2002,20175.9977313973
996,Slovenia,2001,19994.1729705363
997,Slovenia,2000,19075.522716640102
998,Slovenia,1999,18833.3695410368
999,Slovenia,1998,19464.3762528512
1000,Slovenia,1997,19707.8493795714
1001,Slovenia,1996,19355.6681187324
1002,Slovenia,1995,18720.716803138
1003,Slovenia,1994,18025.2806574503
1004,Slovenia,1993,17621.3019856693
1005,Slovenia,1992,17419.116023306
1006,Slovenia,1991,17320.146810334198
1007,Slovenia,1990,18639.2846980018
1008,Spain,2017,340230.875538649
1009,Spain,2016,326383.407381085
1010,Spain,2015,337598.744784099
1011,Spain,2014,326120.999584584
1012,Spain,2013,323441.19566265104
1013,Spain,2012,350671.711422179
1014,Spain,2011,357344.003235806
1015,Spain,2010,357676.779921653
1016,Spain,2009,372107.489787255
1017,Spain,2008,411404.408081784
1018,Spain,2007,445157.5235519
1019,Spain,2006,434005.88813682797
1020,Spain,2005,441038.20982475
1021,Spain,2004,426792.945364521
1022,Spain,2003,410975.147717616
1023,Spain,2002,403569.262101574
1024,Spain,2001,385240.58554229897
1025,Spain,2000,387527.926755167
1026,Spain,1999,372043.26847584295
1027,Spain,1998,344565.814463376
1028,Spain,1997,334703.801771428
1029,Spain,1996,320379.307918847
1030,Spain,1995,328614.073846987
1031,Spain,1994,312540.17616982
1032,Spain,1993,295737.620593242
1033,Spain,1992,305976.113873424
1034,Spain,1991,296204.03868665104
1035,Spain,1990,288492.484011664
1036,Sweden,2017,52660.2674342231
1037,Sweden,2016,52942.8143736783
1038,Sweden,2015,53460.5751178204
1039,Sweden,2014,53831.574257883796
1040,Sweden,2013,55366.276694502194
1041,Sweden,2012,56872.5500985479
1042,Sweden,2011,60207.287053208
1043,Sweden,2010,64282.2207759566
1044,Sweden,2009,58340.4568349894
1045,Sweden,2008,62566.4973031257
1046,Sweden,2007,64935.638868904
1047,Sweden,2006,66536.1333870496
1048,Sweden,2005,66587.2674420283
1049,Sweden,2004,69319.2065951595
1050,Sweden,2003,70211.600626547
1051,Sweden,2002,69791.14931994361
1052,Sweden,2001,68853.733329979
1053,Sweden,2000,68482.626744382
1054,Sweden,1999,69631.219806138
1055,Sweden,1998,72496.3402048737
1056,Sweden,1997,72137.1398652017
1057,Sweden,1996,76893.8607009741
1058,Sweden,1995,73287.2020938963
1059,Sweden,1994,73570.9553917835
1060,Sweden,1993,71192.3398616068
1061,Sweden,1992,70923.02493940589
1062,Sweden,1991,71481.9257531396
1063,Sweden,1990,71303.679866053
1064,Switzerland,2017,47158.9634347588
1065,Switzerland,2016,48182.7761416021
1066,Switzerland,2015,47815.88163220519
1067,Switzerland,2014,48364.0957578032
1068,Switzerland,2013,52229.4049833983
1069,Switzerland,2012,51455.518503286396
1070,Switzerland,2011,50028.649725531395
1071,Switzerland,2010,54117.0926898916
1072,Switzerland,2009,52562.466007394
1073,Switzerland,2008,53913.7288153775
1074,Switzerland,2007,52441.788567203395
1075,Switzerland,2006,54334.7767296517
1076,Switzerland,2005,54714.178067818495
1077,Switzerland,2004,54029.3076847329
1078,Switzerland,2003,53400.8526780018
1079,Switzerland,2002,52265.5187714941
1080,Switzerland,2001,53893.457115356105
1081,Switzerland,2000,52352.2103616901
1082,Switzerland,1999,52975.636625578
1083,Switzerland,1998,53252.8891760938
1084,Switzerland,1997,51609.5547072604
1085,Switzerland,1996,52800.04270064441
1086,Switzerland,1995,52188.897493525
1087,Switzerland,1994,51324.7314619701
1088,Switzerland,1993,52324.5740666529
1089,Switzerland,1992,54879.358422555306
1090,Switzerland,1991,55116.5650800395
1091,Switzerland,1990,53251.5952115535
1092,Turkey,2017,526252.987806657
1093,Turkey,2016,498468.938974021
1094,Turkey,2015,472190.80995944
1095,Turkey,2014,457961.86822758603
1096,Turkey,2013,438968.82152478705
1097,Turkey,2012,446935.086743546
1098,Turkey,2011,427571.904589811
1099,Turkey,2010,398660.532921002
1100,Turkey,2009,395515.458482629
1101,Turkey,2008,387593.326831207
1102,Turkey,2007,391422.845693155
1103,Turkey,2006,358154.979649486
1104,Turkey,2005,337212.680318959
1105,Turkey,2004,314951.02521918
1106,Turkey,2003,305596.12722182
1107,Turkey,2002,286072.833816876
1108,Turkey,2001,280410.863071707
1109,Turkey,2000,298889.947158208
1110,Turkey,1999,277758.54827738
1111,Turkey,1998,280288.338417532
1112,Turkey,1997,278606.56262761
1113,Turkey,1996,267232.25656887697
1114,Turkey,1995,247584.90510570898
1115,Turkey,1994,234126.675303925
1116,Turkey,1993,240148.978816422
1117,Turkey,1992,232801.912837565
1118,Turkey,1991,226578.187559403
1119,Turkey,1990,219201.694238434
1120,Ukraine,2017,320625.8204168
1121,Ukraine,2016,335115.70223677397
1122,Ukraine,2015,316771.062352068
1123,Ukraine,2014,360266.92412518297
1124,Ukraine,2013,406506.772837596
1125,Ukraine,2012,415232.23698547203
1126,Ukraine,2011,426079.807152412
1127,Ukraine,2010,405103.276701255
1128,Ukraine,2009,388280.19018785603
1129,Ukraine,2008,448600.960682138
1130,Ukraine,2007,461191.59560357
1131,Ukraine,2006,457685.29820198397
1132,Ukraine,2005,440084.61141862
1133,Ukraine,2004,440910.468277248
1134,Ukraine,2003,438331.615956492
1135,Ukraine,2002,428806.352507186
1136,Ukraine,2001,443633.171086125
1137,Ukraine,2000,425535.743390924
1138,Ukraine,1999,447312.00859534
1139,Ukraine,1998,478324.974808226
1140,Ukraine,1997,496742.701720229
1141,Ukraine,1996,512482.354027008
1142,Ukraine,1995,558897.721617976
1143,Ukraine,1994,601634.1836988
1144,Ukraine,1993,707343.879767688
1145,Ukraine,1992,797505.045144294
1146,Ukraine,1991,852383.805282778
1147,Ukraine,1990,938603.0745975691
1148,United Kingdom,2017,474346.11913667206
1149,United Kingdom,2016,487034.98588268296
1150,United Kingdom,2015,511980.260075689
1151,United Kingdom,2014,529502.806331641
1152,United Kingdom,2013,569901.738759139
1153,United Kingdom,2012,583652.530378358
1154,United Kingdom,2011,567160.785341454
1155,United Kingdom,2010,614360.615154535
1156,United Kingdom,2009,599870.776211279
1157,United Kingdom,2008,655903.390352965
1158,United Kingdom,2007,676322.43620522
1159,United Kingdom,2006,688015.3370680771
1160,United Kingdom,2005,695164.991288847
1161,United Kingdom,2004,702933.154143961
1162,United Kingdom,2003,706205.016709193
1163,United Kingdom,2002,699148.1500534071
1164,United Kingdom,2001,718693.01867135
1165,United Kingdom,2000,715687.1098351609
1166,United Kingdom,1999,715996.755939894
1167,United Kingdom,1998,746499.570686802
1168,United Kingdom,1997,747861.87286029
1169,United Kingdom,1996,773285.546380333
1170,United Kingdom,1995,751272.368997502
1171,United Kingdom,1994,757971.579863656
1172,United Kingdom,1993,766960.717211144
1173,United Kingdom,1992,786249.3858938259
1174,United Kingdom,1991,807118.94369891
1175,United Kingdom,1990,797947.890788672
1176,United States of America,2017,6456718.19283028
1177,United States of America,2016,6492267.42469158
1178,United States of America,2015,6623775.47937085
1179,United States of America,2014,6759995.63260237
1180,United States of America,2013,6710218.17534669
1181,United States of America,2012,6545969.33135289
1182,United States of America,2011,6787419.0277563
1183,United States of America,2010,6938591.68068436
1184,United States of America,2009,6709369.14480583
1185,United States of America,2008,7160600.81275775
1186,United States of America,2007,7369967.70618675
1187,United States of America,2006,7270326.94846978
1188,United States of America,2005,7339039.86855077
1189,United States of America,2004,7333052.04938458
1190,United States of America,2003,7199262.66158378
1191,United States of America,2002,7156652.86777858
1192,United States of America,2001,7116810.08180099
1193,United States of America,2000,7232010.773673
1194,United States of America,1999,7071461.45679008
1195,United States of America,1998,7032526.01005007
1196,United States of America,1997,6968461.97082739
1197,United States of America,1996,6907699.05437487
1198,United States of America,1995,6710067.29718853
1199,United States of America,1994,6624835.78734088
1200,United States of America,1993,6532069.59586344
1201,United States of America,1992,6424934.3566119
1202,United States of America,1991,6315615.19419874
1203,United States of America,1990,6371000.54269137
